SKU,Units_Sold,Views
432954,681,997
110210,292,755
616168,630,928
732133,63,153
365787,12,453
738492,829,1117
646623,829,1093
496426,301,761
299829,432,459
628060,927,966
479438,695,986
359165,144,363
645608,767,1090
610137,848,1186
282318,207,436
577851,430,562
466892,6,148
452206,183,318
694879,73,327
158503,179,477
324906,933,1314
641975,896,1220
892677,482,667
225795,98,145
181029,140,186
838417,162,289
827323,35,355
759579,772,967
270100,803,968
83603,702,902
412193,829,1261
291046,122,242
225556,790,1114
95111,638,1022
287975,544,748
568964,169,220
677147,650,749
526032,957,1234
850414,164,526
280638,806,925
520466,246,519
463026,19,226
404016,807,1289
705399,803,1156
888275,747,803
405556,413,863
208183,528,668
110469,578,992
464537,216,550
168642,158,218
845527,600,876
508327,716,1170
392370,605,797
883236,250,426
309918,953,1143
376691,337,407
836348,225,273
665515,119,544
755380,133,318
282303,932,958
216556,407,538
305192,287,777
654583,469,932
142862,657,993
772059,110,458
159218,579,738
539874,995,1287
735541,635,859
321787,473,490
601171,582,1043
777009,369,546
487842,448,522
584493,602,1033
635891,118,474
483924,942,1307
411040,384,507
638444,745,1099
803511,995,1413
94026,131,466
512256,83,401
632853,116,361
277790,881,943
708653,73,468
598600,93,328
549404,733,911
667787,76,531
662133,500,744
167660,800,880
233583,787,929
605851,264,689
785498,79,511
424152,779,1277
561648,664,1146
872493,243,372
109089,601,1021
553802,585,837
568665,469,563
642385,467,837
853662,226,336
763972,986,1358
321016,775,1090
874442,236,605
687421,466,641
125123,487,586
538156,434,653
753424,130,208
736705,792,1227
666189,128,334
288537,118,506
640458,828,887
443532,763,847
838692,631,968
633127,642,694
757847,542,706
163646,27,462
365643,375,783
473717,413,829
821927,110,172
602924,951,1162
297331,471,816
595334,19,47
609765,856,998
534816,949,1005
494871,184,515
613928,825,1085
324875,438,611
445527,489,701
781380,374,782
141200,931,1080
722413,300,708
654764,602,759
161228,990,1101
524143,4,463
387562,418,627
833406,19,175
463678,989,1120
714803,897,1371
720300,928,1102
177187,525,739
729269,138,385
708905,714,800
461617,850,1190
806849,863,926
208356,482,844
715279,285,493
753491,9,506
563397,662,1112
674629,360,727
501952,736,949
539264,538,650
819845,68,397
862344,137,542
546065,11,127
853602,368,771
633635,264,560
162828,423,529
497747,553,1046
235834,704,841
195924,316,802
326777,471,639
679697,754,916
299362,301,767
373520,272,440
88228,73,500
405123,274,529
161956,411,659
159841,83,482
595756,774,994
675705,939,1021
876105,803,988
170183,96,386
553823,557,656
640803,949,1251
874304,49,203
793900,968,1368
589546,848,1061
591650,116,509
191732,65,550
879856,227,461
776783,153,210
298692,984,1367
578030,416,514
424515,268,701
432934,272,515
426341,848,1101
342999,213,228
861813,267,696
524314,852,1091
541998,821,898
231115,619,1006
168400,28,176
737274,25,261
589691,866,1212
541233,689,1185
133346,676,1058
688235,397,670
844833,189,328
347417,723,1151
118143,272,520
580439,478,488
462530,181,315
888100,147,384
782785,379,676
415458,652,910
858233,93,162
281296,661,1044
456501,604,820
631426,21,324
403609,531,976
807216,959,1353
487594,9,25
450972,296,474
785272,885,956
144551,670,758
81855,94,337
434001,819,1130
202374,932,1101
719883,674,889
743458,885,935
775369,70,563
475917,764,878
539284,247,706
187188,26,362
589860,183,511
316196,753,979
569448,267,516
130500,300,403
651249,358,399
655992,552,1026
701425,641,1072
312114,316,793
244575,450,715
440019,482,855
707883,717,1198
359061,122,549
117857,344,468
859084,183,243
328979,491,960
201622,755,809
256835,989,1085
223095,32,440
657122,271,439
179086,464,828
114462,593,912
155485,179,657
402606,764,797
692989,920,1133
821627,413,675
556276,112,263
520581,290,706
797033,17,249
864921,660,1064
323259,477,499
682892,998,1146
466043,243,574
758818,613,683
111094,471,667
688718,119,471
397364,678,953
284016,981,1184
733363,978,1404
360025,778,1043
816286,140,559
590282,261,445
828558,21,308
416179,656,1019
804380,357,373
120859,906,954
87395,396,581
865128,54,235
739508,695,874
620361,874,895
335048,175,189
183014,891,1100
460105,392,482
91854,500,535
679136,212,577
686224,821,1263
478191,86,103
447324,492,926
774614,125,519
126386,372,665
636272,808,1262
112322,251,688
737054,276,531
316792,447,609
84558,473,734
390962,232,435
439586,643,659
562830,3,242
96658,945,1104
346048,670,995
524223,292,453
619861,588,956
798329,274,437
664543,84,572
452364,859,872
582354,765,1263
879492,237,377
860111,682,1155
836652,828,1217
628246,280,488
551557,14,440
521544,906,1171
171111,895,1083
558385,698,1117
283516,306,345
165435,135,468
732088,375,861
436321,56,535
723447,671,777
117228,648,974
809784,949,1184
591306,917,934
891235,632,880
526540,809,1116
458088,943,1331
485191,474,852
711143,985,1200
280585,981,1041
840583,700,1115
116949,669,1073
603557,785,1063
736954,532,733
152502,375,534
624385,329,516
813381,491,911
695709,334,456
570989,261,472
190703,924,1305
178221,888,1098
735281,657,914
572903,413,444
375079,266,474
362094,172,406
461179,439,751
488167,895,1049
739825,222,522
585234,885,1166
214044,128,191
701206,785,873
514868,613,1109
540190,344,695
413223,682,1138
435678,673,1007
777923,721,870
532137,821,1093
472905,959,1398
770021,573,648
181036,236,418
133511,56,349
432235,726,983
309788,61,400
120787,649,960
835955,847,963
602151,608,692
324112,150,490
429349,613,956
596245,940,1000
596205,376,436
393033,460,895
438230,962,1101
715962,780,888
610686,8,122
203130,228,313
309470,933,1226
636281,995,1080
635586,982,1159
695922,902,1169
756205,371,782
441188,592,1017
655915,335,387
156409,707,739
612144,73,286
465540,668,1090
355702,603,710
503257,263,456
453858,678,1005
794292,136,334
393728,40,193
899745,589,695
298246,521,715
238976,506,653
355218,173,302
334558,430,444
331705,998,1493
893788,11,176
320619,61,467
259436,333,534
188371,528,769
94150,120,451
146840,149,533
830668,272,662
794210,208,235
274467,466,486
146735,300,439
436106,925,1155
799270,672,786
121240,591,717
222548,114,425
202722,776,901
337208,501,600
88693,213,303
261582,825,953
307702,938,1225
649696,177,201
207959,515,948
481083,758,961
484070,210,283
358007,540,728
836896,4,426
613370,852,928
812410,163,367
553475,705,838
149245,48,266
669373,565,922
553088,449,557
238417,791,1064
268933,838,1332
591320,936,1338
107204,973,1088
295169,850,1246
475674,746,952
408115,858,1205
893840,252,266
590940,997,1228
144895,140,617
244399,736,1198
393191,285,673
281566,990,1155
368546,47,137
186621,831,1312
397120,233,576
391514,906,1267
214538,654,1014
698947,532,677
704061,430,498
652564,72,220
369145,575,832
732696,151,521
896839,658,767
260857,764,797
766442,642,939
566561,835,1079
158756,877,1167
251052,163,545
634660,524,856
191372,589,706
558985,576,735
585676,557,834
893829,863,1285
700457,564,683
865019,375,466
839885,636,809
572196,922,1169
876052,49,234
833352,260,674
767798,590,719
841487,11,254
487268,938,1396
380495,78,498
138763,33,73
368063,492,714
716782,258,616
249135,338,718
672139,219,343
115912,501,919
590480,388,689
418107,722,1200
747087,946,1329
815464,419,842
302163,138,457
128651,507,1001
124376,649,679
873646,901,1290
764631,204,561
217239,812,1209
129408,398,773
127757,215,311
400471,900,1335
460500,102,162
806072,995,1073
165947,944,1079
805436,471,654
185936,116,542
796885,191,349
627730,646,662
111927,780,1133
343265,81,458
99738,765,1256
868703,520,938
269370,160,387
99713,634,680
766042,673,889
396970,229,585
618177,836,1169
94724,705,965
442945,479,857
254308,138,326
313759,686,1103
82111,508,773
255591,337,384
364867,196,227
728510,626,897
670650,970,1190
815743,140,337
537047,307,803
389391,694,726
378722,827,1118
804496,599,904
780908,533,684
365922,914,955
563591,923,1302
656229,666,787
657974,250,519
509985,477,910
403385,120,140
452750,146,328
443899,902,919
196458,936,1095
787057,104,383
638394,283,571
738612,378,583
509127,492,585
709977,695,1080
225094,515,735
537941,718,1046
820588,101,261
777079,620,631
263415,346,782
793597,824,1034
721344,812,1299
273371,740,927
136277,302,616
113317,184,303
213654,447,557
209875,912,1016
863653,809,1301
547788,13,473
728835,153,505
756882,58,307
583821,936,1054
841600,350,447
899174,598,875
708101,164,452
284530,206,363
411572,805,1034
568244,161,563
133140,605,972
274665,955,1291
887639,162,449
93236,709,918
474187,774,934
568207,669,1017
584504,827,1057
478151,654,896
617978,356,756
199782,356,594
692208,903,1073
588043,369,433
551868,501,753
237918,106,436
537540,673,1015
126259,122,325
306281,301,381
382601,330,358
884320,978,1437
526398,703,1028
578684,296,504
505516,891,970
382603,886,961
538617,183,260
790630,644,979
670735,811,1162
115413,178,305
411887,509,577
257773,600,795
442059,878,1317
657445,234,313
768854,999,1206
396657,339,659
715498,248,345
305384,588,616
849366,870,1008
411067,656,1100
226252,626,1026
387411,304,775
477614,602,767
634647,531,919
649957,720,1184
826480,245,537
385776,896,926
398899,215,368
401158,408,565
597712,821,1002
638087,599,706
164596,218,403
163548,80,508
718395,424,625
468624,199,318
642526,98,561
841133,921,1107
98090,102,188
202216,224,530
812166,246,281
400296,337,729
242426,846,960
269903,915,1022
233132,901,1124
159594,635,663
353976,349,516
428658,88,511
231537,184,515
196353,860,944
578401,885,1072
165094,553,862
770155,860,1016
339015,831,1033
473775,889,1251
448283,189,297
691921,978,1191
884998,317,579
614109,191,468
641434,803,1098
200542,57,416
167176,882,944
817336,638,737
213847,275,659
377039,916,1198
302169,847,1072
246859,332,607
165031,238,410
382139,541,728
131330,207,381
824664,634,662
339317,227,487
668619,177,552
236487,848,1206
374600,676,1098
551015,388,645
265358,101,375
152653,259,513
581705,231,575
819411,73,223
112781,558,1043
325295,733,1165
235040,348,648
93753,874,1042
195876,811,1199
663847,82,218
402201,488,830
165384,688,887
555997,391,567
766996,537,940
673641,217,493
827940,726,910
868095,832,1170
483710,308,527
262080,424,572
508801,565,856
110913,671,1138
882408,169,511
774509,198,658
419476,81,266
516823,887,1094
319510,109,481
788528,879,1062
253328,910,1043
174980,530,1016
567068,841,1163
201551,81,455
118170,278,460
325384,774,1097
310436,228,589
687602,721,897
481557,167,200
572736,349,538
108874,86,280
448175,353,379
555695,986,1191
809240,516,920
857619,105,515
595259,64,313
144392,222,613
568427,254,739
530504,104,128
473180,506,934
884328,445,699
674945,219,328
797271,338,351
739882,587,604
727619,17,376
127474,233,250
480689,982,1028
879115,939,1423
504133,946,1082
126969,950,1434
664468,743,1070
95723,153,407
749323,294,629
475551,220,595
650521,859,873
707673,464,612
329566,523,980
141023,503,766
376718,214,253
263778,484,788
170067,871,1197
587289,687,1077
94194,331,439
130391,782,937
832310,701,740
814030,212,233
767646,490,616
522298,260,407
218046,583,688
884047,43,237
116033,931,1214
290374,39,473
262433,327,648
183785,358,674
643896,932,1311
281187,738,1174
485589,308,370
421210,362,582
322579,234,722
165673,589,645
184569,993,1200
478206,344,671
340754,928,1242
812221,36,237
502084,981,1159
826108,37,326
737892,371,517
404752,969,1127
362504,410,672
864021,925,1005
431517,786,1244
227476,537,787
837016,549,747
898650,849,930
669874,249,510
135446,83,499
795267,581,1077
512814,374,639
349422,420,868
549792,259,611
272031,669,996
414035,987,1033
830921,863,1278
689048,494,517
349559,321,361
379393,373,635
293999,492,626
80493,476,934
284456,65,433
578269,46,432
622027,760,1175
462350,308,569
519293,720,845
612959,431,837
838845,570,778
342672,661,917
611395,447,661
99534,88,110
555665,569,710
693216,93,334
727768,548,647
739960,442,927
795248,571,723
290984,890,931
705561,467,885
245143,609,1014
376791,735,1025
118777,648,701
860710,168,383
806156,895,929
390470,884,1092
315686,459,925
541009,552,608
256505,740,920
478347,242,360
840849,333,811
153697,59,218
810876,321,816
99277,235,401
522795,971,1273
460994,889,1101
841999,907,919
285916,224,617
636213,249,317
384502,540,855
880344,732,823
711604,408,883
315906,781,1210
814135,454,905
866737,311,718
897565,491,951
718904,244,565
413290,506,598
208434,361,488
567054,36,298
317043,767,946
248475,216,505
653555,230,255
202083,115,167
695471,881,1177
589164,291,626
273931,953,1039
844079,430,680
359225,135,616
397183,145,265
117259,272,435
124186,452,666
641107,412,833
258191,619,711
353963,252,366
720244,860,1015
468899,48,309
225026,971,1278
831014,819,1028
741303,412,618
259792,911,1159
656171,772,1238
269909,712,1004
781625,507,659
696699,912,1210
543475,830,1245
156767,881,1045
468122,323,774
427045,313,685
817707,906,1338
573850,468,951
391603,859,929
681889,487,577
605331,217,456
107513,611,743
245098,43,159
877090,379,477
757218,944,1136
599184,66,256
670170,753,1104
749243,976,1219
449248,72,442
221656,896,1312
866772,700,1145
156928,834,873
399427,509,1007
715953,303,554
396770,864,1088
658943,547,599
166079,65,357
627715,417,521
853079,550,882
560572,5,279
662949,969,1054
868177,718,812
190372,267,365
416949,374,446
665590,475,560
534367,250,536
515851,642,812
755863,145,266
185721,976,1235
170878,464,955
572304,638,953
432599,65,468
420461,299,363
322297,606,929
412545,262,733
586720,978,1339
196521,461,651
324435,358,615
867042,370,688
475139,779,1039
683468,799,1024
844796,639,674
780680,209,340
266820,839,1081
481047,997,1469
706524,909,1298
753144,548,945
106265,277,764
354890,257,671
751776,182,632
518317,687,1055
560742,782,1197
343244,125,605
513051,125,204
400579,100,506
186220,419,458
173474,826,1215
797719,505,871
474577,574,930
208365,18,28
697538,877,1288
636747,635,1088
475203,67,412
809609,970,1323
151798,412,560
243119,864,920
432653,86,426
442120,617,1062
830292,65,276
148057,635,953
788389,81,329
340622,253,481
98624,687,1134
740333,796,1098
299029,667,689
249632,472,743
656787,742,756
784593,334,720
405235,454,637
789093,956,1345
799560,531,571
815988,245,480
537968,378,600
135625,915,1053
440886,817,1026
297370,66,204
604889,67,459
536960,806,834
799753,897,1318
876206,522,631
841906,215,263
582457,505,809
768567,599,973
626949,677,705
162962,423,677
234614,202,480
568119,258,614
513598,531,940
840011,331,762
284431,793,910
217310,58,81
621963,170,546
368495,944,1090
350616,82,487
287592,959,1006
334610,210,685
337883,946,1220
103620,553,663
88111,886,1120
505844,408,700
602047,689,784
446789,573,1052
261104,535,760
645370,100,411
876805,272,519
473802,41,63
361528,733,1138
276747,252,706
404119,844,857
428835,432,868
332350,789,1134
876509,816,1283
791179,80,403
254058,336,460
391599,634,779
864674,591,753
409279,968,1445
378929,626,1058
637037,130,467
715209,245,734
749283,745,956
312224,880,1301
483294,709,1047
770144,888,1136
328276,916,1061
410469,379,492
272405,786,1273
638664,244,290
897041,766,1059
275575,593,764
112085,244,352
450297,302,801
232546,886,1099
104840,855,979
865603,116,201
144230,446,557
502142,561,909
453485,125,228
175166,913,1065
250834,994,1459
273714,277,345
252088,554,1033
133562,142,497
604029,826,891
699144,896,1009
300788,701,1094
848671,693,895
417404,186,532
299257,75,309
746724,892,1389
248497,904,1245
685819,713,748
803994,9,216
520529,892,1174
536574,916,1179
233818,425,599
654919,429,685
542266,719,1174
474026,31,60
642911,198,522
865762,260,620
506652,611,716
473200,327,775
258224,422,697
597223,247,633
230197,378,723
706611,902,916
193715,740,1238
323901,741,1172
347520,960,1324
364628,215,542
519017,728,989
546934,161,313
869819,415,513
641019,284,621
148336,112,479
153622,687,737
285988,665,898
239949,906,956
366263,568,1044
289912,658,916
560560,419,905
646123,138,506
634947,312,619
445578,828,1038
212313,359,561
381732,663,1075
466203,100,401
288946,97,125
157091,930,1116
514367,312,783
487079,561,1049
88272,35,177
188480,89,428
772806,799,1141
736633,937,957
456698,670,849
185968,746,917
298470,123,229
457941,456,879
457486,638,1136
353337,52,66
115684,930,1139
815073,604,672
319813,435,517
359220,797,942
781646,273,306
98188,222,667
201575,650,1084
144402,50,480
685975,699,851
453820,337,812
585663,245,668
236578,14,422
402777,214,423
140170,516,868
842490,884,1118
612482,670,1131
264119,876,1078
294394,8,429
110578,336,582
832694,363,421
845045,675,915
148868,696,962
698500,685,1116
650429,675,1111
216133,630,646
777533,795,1144
721983,478,917
537481,699,1048
881314,150,609
793886,650,1103
762644,805,1090
397601,495,843
742523,299,683
96071,324,616
525856,482,791
617413,427,755
417169,187,631
170740,619,694
737388,983,1341
468363,818,1308
243957,873,1269
188171,126,574
422169,984,1437
864734,631,828
419306,570,597
319029,189,508
84265,197,218
307512,853,1093
583299,159,638
101178,517,652
542335,776,968
508030,487,616
592418,194,554
533108,171,466
498247,421,791
413030,112,303
435645,671,788
221988,151,317
352101,539,709
415024,400,614
584565,687,1178
889031,564,731
735988,10,150
87354,326,798
727670,295,401
201866,319,356
169240,245,431
415414,772,971
245313,691,721
332452,76,508
701662,313,730
684319,390,711
608918,514,856
781220,382,841
438531,483,793
874802,5,461
771436,111,198
856409,536,971
135009,583,1075
96767,507,881
833136,507,671
463918,1,249
227853,268,671
530430,556,897
824357,761,974
327008,435,590
119433,699,869
799220,471,544
360906,316,491
392173,630,895
118174,94,416
506493,910,1218
763032,629,1093
209110,707,1131
697364,109,573
347919,645,774
470396,49,322
677226,578,702
336730,161,591
769043,789,988
573120,53,437
83553,653,912
863886,902,1126
742514,106,475
599346,732,758
598966,574,905
134057,763,1027
367086,813,1075
287832,565,761
177282,104,542
647021,478,628
362360,593,968
799842,115,174
451051,386,426
398434,469,932
685352,515,892
132551,561,955
238493,196,486
604382,36,496
798431,693,734
686075,666,704
638094,113,458
263577,635,1032
886791,234,717
551153,911,946
666481,837,1273
524712,957,1411
545521,587,982
456945,840,991
231721,637,1045
419625,256,655
166653,591,724
512641,895,955
342847,717,1175
837754,605,933
833632,724,1186
151100,339,795
176084,282,685
349552,539,937
689032,362,445
703405,455,799
423725,993,1047
319542,536,817
373761,776,1059
546000,600,719
702591,466,574
719828,15,143
533776,201,411
312100,717,775
429491,819,941
339490,280,537
568941,122,527
604479,927,1175
742757,239,324
741225,223,321
139015,343,436
709269,75,338
556839,214,498
821881,897,912
758795,252,624
716165,150,554
454018,639,903
635854,288,431
247883,12,483
640369,524,974
475993,835,971
724492,634,663
797611,838,1269
404950,126,151
715003,131,419
354492,905,946
292390,610,735
208869,371,527
321727,25,320
324392,250,382
633877,31,205
715642,375,760
816813,972,1112
282623,647,909
750815,771,1103
447193,668,900
424795,71,539
813665,661,964
897992,879,1014
674885,986,1081
572510,221,579
134533,525,752
576164,287,696
204383,741,1027
453898,60,77
189203,442,605
390659,788,1094
807726,164,544
671034,505,871
141173,614,1017
666671,726,860
416215,229,388
298706,84,121
668674,273,404
771229,166,521
874791,196,632
780613,430,911
459547,914,981
881882,907,1108
336724,621,841
817284,313,666
446026,628,924
202127,105,449
105481,229,554
117072,713,841
255714,60,547
886539,288,508
325253,870,1133
670339,355,600
532899,432,870
434900,682,870
416932,562,827
515473,485,610
894644,781,823
793363,584,865
737167,746,1046
128543,687,981
358855,351,383
750049,846,1264
886393,842,1196
148199,895,1017
85117,850,980
599157,251,703
647720,638,1017
514619,427,909
708025,420,778
341678,980,1287
557380,294,592
814982,621,693
465223,154,498
257483,398,557
88772,951,996
635455,632,678
702978,321,403
770175,661,815
551338,844,1304
317453,136,585
619130,165,323
671440,521,541
132252,184,315
615341,745,1213
727182,810,1172
862655,805,1081
601713,499,655
376430,304,685
301447,266,480
404294,109,206
870326,538,985
335242,191,449
154512,621,919
896477,891,1226
198704,276,387
98940,254,372
95614,674,1054
440082,319,366
337640,588,883
767773,786,876
148027,459,795
885514,995,1162
352955,295,489
323029,953,1181
108292,131,490
83803,372,563
232375,929,1148
377815,554,695
93510,201,515
81419,969,1320
462205,732,816
445759,452,876
724038,249,397
239236,768,1099
776685,736,1097
159723,719,799
573351,233,448
814038,180,597
607512,88,348
200654,227,674
868468,474,661
670478,869,980
469629,296,502
313357,441,831
607315,797,1248
874646,288,622
635604,75,195
804872,814,1032
712890,191,661
86403,828,981
805889,239,688
610418,248,265
854276,563,689
640869,214,681
582656,848,1337
528693,649,757
851766,965,1076
163108,73,302
514887,811,991
546347,927,1281
558661,669,1063
463546,341,803
248743,157,438
427064,539,880
182954,28,448
283948,119,161
221946,113,404
620673,179,288
891245,748,942
574165,670,882
516248,640,1017
754621,802,1027
126672,746,993
86936,748,966
86578,853,1113
603852,671,805
309672,55,533
682351,744,1166
80158,615,1009
262544,747,930
150478,740,1181
712573,8,335
800113,379,629
556100,861,1282
878261,907,1226
535927,676,950
650966,20,93
385447,663,1070
104125,824,1235
264374,35,229
891665,756,1131
609700,850,1160
655042,336,389
616613,88,185
714301,345,668
295424,880,1348
748719,592,927
793014,376,855
125425,129,570
330722,484,743
756013,923,1222
892539,227,407
240215,314,418
593509,208,604
175737,458,924
270337,498,778
776162,38,436
675120,873,992
184048,2,350
387351,769,892
672927,814,887
832210,891,973
724879,717,1024
331569,126,522
103619,733,1094
781896,573,868
798099,139,505
639098,61,192
300113,42,475
178510,517,702
143926,792,1080
676398,641,683
644370,608,894
739138,728,881
730897,831,981
510436,482,674
447254,593,990
109332,351,825
190886,962,982
266087,630,1025
525892,535,646
383606,524,999
365961,349,637
617851,300,646
545273,741,988
487595,627,997
496825,997,1184
381021,557,756
431796,118,598
697267,54,322
264160,451,707
519979,963,1269
358995,432,729
271051,25,170
100123,529,758
750454,754,969
793374,474,537
390468,597,974
606091,555,695
816178,381,691
821505,702,738
148783,150,228
126311,622,778
378505,437,480
176571,713,843
493776,348,511
565136,338,515
366023,882,1248
891201,616,1073
523806,161,218
679903,142,165
660882,853,1269
603445,113,526
880243,595,914
804361,740,1018
824628,107,313
392612,995,1479
165341,366,483
778528,231,288
848387,587,651
225560,204,351
709834,517,976
690922,658,1083
730343,3,422
290068,572,871
499004,336,539
620798,576,865
288301,75,444
561627,250,279
482884,294,668
830949,339,594
819935,375,399
640333,150,504
558124,604,785
561488,867,1283
876599,261,277
708834,305,799
187766,682,1091
505537,847,1246
829454,95,213
528167,215,483
286893,923,946
736090,244,413
331926,561,836
186965,541,974
128090,461,852
612372,58,180
541155,130,378
697056,104,362
458519,398,730
97321,721,996
658310,531,644
315453,407,478
479048,759,927
147053,601,964
496622,5,34
459389,230,406
191764,284,431
413585,250,294
528869,927,1156
788490,322,537
232775,508,589
576856,483,753
803013,969,1000
837014,833,1076
706292,639,969
267266,209,223
471987,76,547
241812,923,1014
384954,393,559
672874,470,903
229186,578,1057
709803,750,1198
243325,148,486
847314,77,470
273339,1,289
243252,732,1049
158592,201,220
882376,792,848
287280,554,832
335030,220,264
707439,166,400
464475,895,907
785663,200,301
524957,800,1277
707009,989,1323
444320,574,757
136508,849,861
561978,348,577
799068,182,515
728935,118,167
387425,312,571
496768,488,813
91626,542,873
126046,7,497
681966,724,805
447077,999,1051
407742,741,927
893716,529,785
475046,855,1255
393563,126,206
285767,320,767
289798,708,1200
568532,97,445
616798,827,1108
109156,390,861
861939,657,790
156248,450,801
426232,585,1026
380366,644,704
465434,549,645
614211,430,879
224536,156,406
136417,409,632
507423,953,1285
630784,789,1051
666093,306,701
303348,981,1321
177703,188,602
538065,58,201
850699,176,285
743363,141,501
321116,290,550
152114,293,506
200317,394,560
360851,296,494
163342,584,906
264963,454,616
800528,998,1223
219804,317,504
830930,772,934
563859,242,714
623672,973,1348
427723,558,594
157290,12,309
455122,551,1003
819164,677,1059
773456,976,1034
440329,336,358
742765,217,506
444687,292,329
252233,955,1026
415747,375,486
201230,22,403
886218,442,459
877607,436,670
857616,905,1058
409938,663,826
367259,263,498
542351,352,719
577421,974,1119
235939,364,554
554483,892,1254
445322,742,811
377058,699,764
713463,405,780
819134,624,940
631011,461,901
519789,530,926
831573,753,845
187784,918,1138
183269,746,863
492576,845,1297
454152,601,633
152719,295,329
659583,958,1233
399339,935,1087
103381,913,1281
437808,868,896
658920,226,308
168665,620,883
279486,490,817
608192,423,897
352625,656,1067
784746,799,835
466893,803,1195
341354,841,938
715148,241,692
109243,581,1076
401716,666,820
329742,259,403
584701,697,955
306518,626,1083
306437,7,163
338377,889,1058
814440,590,708
205558,733,990
213384,23,376
800484,446,660
731066,414,487
419604,670,901
601532,34,77
735783,628,892
619992,77,174
269434,609,780
685130,861,1124
763564,482,539
666392,69,275
275387,718,1073
883145,513,1000
639447,845,860
97948,380,541
343080,630,745
807859,365,375
81707,33,514
636849,367,683
625135,984,1056
260906,376,519
898651,111,189
352565,646,894
732404,558,861
703789,547,825
892429,447,797
684860,462,705
486275,827,903
778352,818,1200
150389,650,1041
526303,571,1054
586602,24,341
646186,981,1227
667579,423,544
618798,159,430
808321,382,721
111194,573,966
662203,257,431
791506,883,1218
415557,799,944
706357,123,290
877122,616,724
583756,258,433
568152,931,1058
591951,167,212
797964,887,1071
382966,787,1166
606005,900,1163
867732,60,120
521091,896,1308
338632,529,600
135428,187,304
532851,969,1157
392650,127,469
504985,353,727
369309,834,1047
871397,405,444
358395,329,456
506730,428,509
519199,62,126
387063,926,1350
501329,91,101
684888,167,503
389931,202,403
746651,235,651
514675,780,1244
107261,906,1342
683313,589,867
244298,362,404
810411,786,909
276138,218,239
342160,115,415
509631,353,664
352537,207,604
735933,842,1087
804785,49,224
592012,466,796
122032,136,398
456784,661,851
97485,382,525
446935,299,773
647072,176,206
800243,914,1061
887983,625,1050
105648,302,731
240874,698,766
855695,125,479
419579,987,1116
446553,428,496
129915,899,1055
312122,754,1194
207668,694,723
167356,732,1198
487375,750,1176
592721,844,1097
178725,135,582
331709,75,218
114960,391,731
230624,89,549
843600,562,650
444056,368,834
742111,689,1083
688602,456,802
783108,747,1089
374844,585,872
690166,667,945
395420,441,683
258828,420,551
702112,801,1062
120445,661,1046
315203,360,590
159998,65,464
90134,69,98
228932,182,282
355422,475,514
131285,574,799
699062,670,1106
152261,787,1225
198887,881,1342
634031,834,1159
386840,997,1345
736237,19,379
872764,356,792
257294,173,595
140094,78,425
202436,999,1144
774559,40,339
740849,619,954
855517,842,1233
673335,552,876
306363,93,400
766446,343,599
342161,432,502
545526,451,651
527840,924,1007
121705,831,1187
870646,130,251
103580,200,300
604768,676,788
713080,767,1158
640150,63,78
828447,709,1036
184706,334,498
671327,18,472
723163,639,882
494895,878,1211
685565,731,871
124586,448,648
308951,436,659
197583,984,1155
779630,785,1265
865806,267,408
502756,35,267
753809,940,1338
135945,105,304
385573,917,1320
374682,155,458
660510,46,460
544344,386,495
708442,307,590
308801,31,522
96141,89,436
278219,553,703
299744,263,519
345514,87,259
365146,423,532
798507,357,418
415301,679,1057
678958,151,166
742114,393,579
497739,784,876
523852,752,1164
748886,140,412
352240,728,890
101225,271,305
334377,567,740
89159,996,1384
287887,699,1018
666068,345,730
548894,538,940
416594,647,1139
363540,631,1066
687439,52,504
154438,430,826
303116,191,516
83095,366,712
886350,713,1175
456942,305,401
477951,210,321
619167,552,819
657756,301,646
488235,427,822
659454,962,1306
128169,226,238
561690,83,304
838765,354,710
862172,120,494
864206,696,1195
451610,705,824
581651,464,749
764562,754,1198
152600,153,448
875113,47,107
422384,610,781
468658,509,727
725790,992,1343
808722,991,1138
498261,123,455
342426,544,1021
427696,952,1374
824213,876,1119
633335,953,1247
131117,787,807
328813,435,486
601433,825,1218
793204,222,310
454110,590,937
355960,562,994
177012,311,524
603125,645,680
314841,645,876
106600,447,672
731620,238,311
419363,517,606
95313,845,1256
512321,51,70
122570,413,471
893004,478,645
571178,37,306
594197,422,684
382743,42,374
489829,454,912
699325,804,1066
222845,939,1313
110981,430,687
293192,595,867
185065,918,1109
155803,481,868
841308,842,1251
645722,374,793
426780,344,411
605646,300,767
633729,591,906
199243,201,556
317607,694,925
518542,131,515
267614,743,1067
388944,226,537
813382,806,853
517979,33,247
414502,49,217
889061,937,1324
96720,613,731
142019,654,921
633442,126,388
267980,163,356
318206,650,701
611245,723,1173
702658,968,1371
715696,44,522
423292,56,198
572848,868,1170
823576,104,306
666097,155,443
327253,139,601
570860,334,583
790422,529,977
115372,628,864
228888,147,546
187342,343,496
101484,969,1192
268431,434,768
238498,208,329
428972,178,548
276821,811,1196
552554,924,1270
519900,75,566
759250,779,1156
644590,481,601
617297,461,806
787820,953,991
730039,152,475
768723,237,661
554658,922,1055
855374,615,1075
843631,734,1198
144832,299,746
624442,332,659
611055,454,883
239126,779,1062
312493,94,554
220756,442,906
239185,422,741
544859,725,946
815425,952,1368
752585,212,433
887196,223,647
772621,21,113
287269,198,391
